COUNTRY CODE,YEAR,OOPEXP_PC_HEALTHXP,OOPEXP_USD_CAP,OOPEXP_PC_GDP,VOLUNTARY_PC_GDP,COMPULSORY_PC_GDP,TOT_USD_CAP,COMPULSORY_PC_HEALTHXP,TOT_PC_GDP,VOLUNTARY_USD_CAP,VOLUNTARY_PC_HEALTHXP,COMPULSORY_USD_CAP
DNK,1971,15.449,52.174,1.186,1.256,6.422,337.718,83.65,7.677,55.247,16.359,282.503
DNK,1972,15.085,55.676,1.172,1.241,6.527,369.072,84.014,7.768,58.971,15.978,310.071
DNK,1973,15.205,60.32,1.153,1.227,6.358,396.72,83.824,7.585,64.174,16.176,332.546
LVA,2009,38.783,391.412,2.379,2.446,3.659,1009.243,59.649,6.135,402.409,39.872,602.001
LVA,2008,37.306,417.214,2.095,2.222,3.388,1118.349,60.327,5.616,442.58,39.574,674.665
LVA,2007,36.812,399.198,2.039,2.165,3.372,1084.409,60.874,5.54,423.717,39.074,660.12
LVA,2006,35.598,333.944,2.043,2.208,3.532,938.093,61.536,5.74,360.83,38.464,577.261
LVA,2005,41.691,350.092,2.445,2.58,3.267,839.732,55.698,5.865,369.374,43.987,467.715
LVA,2004,40.631,323.578,2.534,2.705,3.504,796.379,56.175,6.237,345.426,43.375,447.365
LVA,2003,48.562,309.609,2.67,2.758,2.74,637.55,49.83,5.498,319.859,50.17,317.691
LVA,2002,47.582,300.168,2.75,2.914,2.865,630.846,49.58,5.779,318.076,50.42,312.772
LVA,2001,48.851,269.738,2.828,2.968,2.821,552.168,48.731,5.789,283.093,51.269,269.076
LVA,2000,47.659,221.073,2.598,2.684,2.766,463.861,50.753,5.45,228.437,49.247,235.425
LVA,2019,,,,2.515,3.74,1972.572,59.797,6.255,793.039,40.203,1179.533
LVA,2018,39.18,727.364,2.433,2.491,3.718,1856.485,59.881,6.209,744.811,40.119,1111.674
LVA,2017,41.788,701.975,2.51,2.563,3.444,1679.834,57.329,6.007,716.796,42.671,963.038
LVA,2016,43.323,699.123,2.689,2.739,3.467,1613.746,55.867,6.206,712.2,44.133,901.546
LVA,2015,40.454,568.387,2.3,2.351,3.335,1405.018,58.653,5.686,580.935,41.347,824.083
LVA,2014,39.106,503.09,2.134,2.201,3.256,1286.479,59.672,5.457,518.807,40.328,767.672
LVA,2013,38.471,473.081,2.076,2.158,3.238,1229.691,60.014,5.396,491.703,39.986,737.988
LVA,2012,37.823,437.308,2.046,2.145,3.265,1156.181,60.348,5.41,458.451,39.652,697.731
LVA,2011,34.297,369.566,1.909,2.032,3.535,1077.556,63.497,5.568,393.336,36.503,684.22
LVA,2010,37.186,400.007,2.283,2.444,3.694,1075.704,60.185,6.138,428.223,39.809,647.41
DNK,1996,16.713,303.045,1.31,1.419,6.42,1813.229,81.894,7.839,328.3,18.106,1484.929
DNK,1997,16.867,318.816,1.307,1.419,6.331,1890.212,81.691,7.75,346.056,18.308,1544.134
DNK,1998,17.328,331.523,1.309,1.434,6.118,1913.261,81.012,7.552,363.289,18.988,1549.972
DNK,1999,15.312,334.066,1.277,1.404,6.937,2181.669,83.167,8.342,367.245,16.833,1814.424
DNK,1992,15.919,247.231,1.267,1.364,6.592,1553.01,82.858,7.956,266.223,17.142,1286.787
DNK,1993,16.656,274.06,1.381,1.469,6.82,1645.452,82.274,8.289,291.678,17.726,1353.774
DNK,1994,17.161,292.939,1.386,1.475,6.602,1707.014,81.734,8.077,311.811,18.266,1395.203
DNK,1995,16.763,287.236,1.303,1.397,6.374,1713.525,82.025,7.771,308.001,17.975,1405.524
DNK,1990,16.311,234.925,1.311,1.416,6.622,1440.254,82.384,8.038,253.712,17.616,1186.542
DNK,1991,15.554,230.622,1.235,1.333,6.607,1482.728,83.217,7.94,248.844,16.783,1233.884
ISR,1976,,,,,,,,5.104,,,
ISR,1975,,,,,,,,4.449,,,
FRA,2019,,,,1.819,9.366,5375.699,83.735,11.186,874.339,16.265,4501.36
FRA,2018,9.248,476.671,1.045,1.849,9.446,5154.119,83.633,11.294,843.573,16.367,4310.546
FRA,2017,9.536,482.205,1.087,1.908,9.494,5056.85,83.268,11.401,846.088,16.732,4210.762
ISR,1979,,,,,,,,6.861,,,
FRA,2016,9.552,471.353,1.099,1.948,9.554,4934.851,83.065,11.501,835.695,16.935,4099.156
ISR,1978,,,,,,,,6.321,,,
FRA,2015,9.7,453.825,1.112,2.679,8.787,4678.705,76.637,11.466,1093.065,23.363,3585.64
ISR,1977,,,,,,,,5.756,,,
FRA,2014,9.838,457.025,1.139,2.717,8.864,4645.367,76.542,11.581,1089.707,23.458,3555.66
FRA,2013,9.931,452.597,1.136,2.713,8.723,4557.482,76.275,11.436,1081.264,23.725,3476.218
FRA,2012,10.106,435.101,1.143,2.701,8.612,4305.463,76.121,11.313,1028.097,23.879,3277.366
FRA,2011,10.225,426.155,1.145,2.684,8.518,4167.97,76.041,11.202,998.623,23.959,3169.347
FRA,2010,10.222,413.85,1.149,2.665,8.575,4048.526,76.29,11.24,959.924,23.71,3088.602
ISR,1987,,,,,,,,6.197,,,
ISR,1986,,,,,,,,6.101,,,
FRA,2009,10.156,395.388,1.147,2.651,8.646,3893.296,76.535,11.297,913.565,23.465,2979.731
ISR,1985,,,,,,,,6.551,,,
FRA,2008,10.016,373.948,1.053,2.468,8.044,3733.357,76.518,10.512,876.649,23.482,2856.708
ISR,1984,,,,,,,,8.795,,,
FRA,2007,9.512,341.68,0.983,2.37,7.961,3592.22,77.058,10.331,824.128,22.942,2768.092
FRA,2006,9.351,322.108,0.972,2.365,8.028,3444.784,77.246,10.393,783.818,22.754,2660.966
FRA,2005,7.369,240.565,0.753,2.177,8.038,3264.574,78.685,10.215,695.854,21.315,2568.72
ISR,1989,,,,,,,,6.909,,,
FRA,2004,7.246,229.769,0.737,2.156,8.008,3170.875,78.786,10.164,672.656,21.214,2498.218
ISR,1988,,,,,,,,6.436,,,
FRA,2003,7.377,225.43,0.744,2.14,7.943,3056.001,78.778,10.083,648.544,21.222,2407.457
HUN,2013,28.36,516.608,2.056,2.418,4.831,1821.58,66.649,7.249,607.523,33.351,1214.056
FRA,2002,7.138,224.99,0.715,2.087,7.935,3152.016,79.175,10.022,656.392,20.825,2495.624
HUN,2012,29.372,518.861,2.188,2.567,4.881,1766.535,65.533,7.449,608.864,34.467,1157.671
FRA,2001,7.336,210.814,0.712,2.047,7.659,2873.796,78.912,9.706,606.036,21.088,2267.761
HUN,2011,28.216,495.346,2.123,2.519,5.006,1755.527,66.525,7.525,587.67,33.475,1167.858
FRA,2000,7.273,195.385,0.697,2.024,7.56,2686.258,78.88,9.584,567.327,21.12,2118.931
HUN,2010,27.416,456.608,2.058,2.47,5.038,1665.483,67.106,7.508,547.841,32.894,1117.642
ISR,1983,,,,,,,,7.267,,,
HUN,2017,26.994,547.801,1.834,2.096,4.696,2029.307,69.141,6.792,626.218,30.859,1403.09
ISR,1982,,,,,,,,6.796,,,
HUN,2016,27.668,553.248,1.95,2.248,4.8,1999.618,68.1,7.048,637.87,31.9,1361.749
ISR,1981,,,,,,,,6.742,,,
HUN,2015,27.466,519.59,1.892,2.192,4.698,1891.727,68.189,6.889,601.782,31.811,1289.946
ISR,1980,,,,,,,,6.954,,,
HUN,2014,28.339,528.162,2.004,2.326,4.744,1863.754,67.098,7.07,613.211,32.902,1250.543
HUN,2019,30.605,680.164,1.946,1.946,4.414,2222.426,69.395,6.36,680.164,30.605,1542.262
HUN,2018,26.893,578.133,1.802,2.047,4.653,2149.72,69.452,6.7,656.707,30.548,1493.013
ISL,2006,16.608,572.912,1.466,1.593,7.236,3449.669,81.954,8.83,622.535,18.046,2827.134
ISL,2007,16.041,586.087,1.385,1.509,7.123,3653.703,82.514,8.632,638.896,17.486,3014.807
ISL,2004,17.438,577.592,1.65,1.778,7.686,3312.192,81.21,9.464,622.372,18.79,2689.82
ISL,2005,17.245,577.042,1.577,1.705,7.442,3346.131,81.364,9.147,623.583,18.636,2722.548
ISL,2002,18.567,571.328,1.762,1.762,7.728,3077.186,81.433,9.49,571.328,18.567,2505.858
ISL,2003,16.978,540.174,1.694,1.829,8.148,3181.699,81.666,9.978,583.335,18.334,2598.364
ISL,2000,19.427,518.052,1.739,1.739,7.212,2666.649,80.573,8.951,518.052,19.427,2148.597
ISL,2001,19.474,537.462,1.717,1.717,7.1,2759.939,80.526,8.817,537.462,19.474,2222.478
HUN,2002,27.513,321.136,1.959,2.167,4.954,1167.234,69.566,7.121,355.236,30.434,811.997
HUN,2001,28.814,286.849,1.967,2.173,4.653,995.513,68.17,6.826,316.877,31.83,678.637
HUN,2000,27.327,247.706,1.852,2.057,4.721,906.46,69.646,6.778,275.143,30.354,631.317
HUN,2006,25.011,377.754,1.948,2.275,5.512,1510.332,70.784,7.787,441.259,29.216,1069.072
HUN,2005,25.764,377.069,2.061,2.345,5.656,1463.525,70.69,8.001,428.962,29.31,1034.563
HUN,2004,25.832,356.857,2.007,2.301,5.469,1381.45,70.391,7.77,409.029,29.609,972.421
HUN,2003,26.355,359.681,2.14,2.392,5.728,1364.745,70.543,8.119,402.015,29.457,962.731
HUN,2009,26.235,392.513,1.899,2.292,4.947,1496.169,68.336,7.239,473.751,31.664,1022.418
HUN,2008,26.349,393.287,1.87,2.207,4.89,1492.593,68.903,7.097,464.151,31.097,1028.442
HUN,2007,26.261,375.406,1.895,2.244,4.972,1429.506,68.903,7.215,444.532,31.097,984.975
CZE,2001,10.643,123.424,0.627,0.627,5.261,1159.644,89.357,5.888,123.424,10.643,1036.22
CZE,2000,10.198,104.579,0.583,0.583,5.135,1025.538,89.802,5.718,104.579,10.198,920.958
ISL,2008,15.96,587.8,1.37,1.494,7.093,3682.94,82.597,8.587,640.96,17.403,3041.979
CZE,2003,10.367,144.488,0.68,0.696,5.859,1393.704,89.386,6.554,147.929,10.614,1245.775
ISL,2009,16.622,586.562,1.474,1.598,7.27,3528.79,81.982,8.868,635.829,18.018,2892.961
CZE,2002,10.002,126.79,0.62,0.62,5.579,1267.68,89.998,6.199,126.79,10.002,1140.891
ISL,2017,16.448,685.343,1.372,1.513,6.83,4166.818,81.865,8.343,755.666,18.135,3411.151
ISL,2018,15.946,704.784,1.362,1.506,7.038,4419.913,82.372,8.544,779.151,17.628,3640.762
ISL,2015,17.636,658.763,1.434,1.559,6.572,3735.245,80.822,8.131,716.327,19.178,3018.919
ISL,2016,16.869,663.237,1.377,1.51,6.655,3931.651,81.51,8.165,726.959,18.49,3204.692
ISL,2013,18.258,638.613,1.501,1.624,6.597,3497.722,80.243,8.221,691.056,19.757,2806.667
ISL,2014,17.981,647.221,1.489,1.615,6.665,3599.475,80.499,8.279,701.919,19.501,2897.556
ISL,2011,18.471,612.908,1.524,1.646,6.606,3318.185,80.056,8.251,661.774,19.944,2656.411
ISL,2012,18.571,631.118,1.522,1.644,6.551,3398.479,79.934,8.195,681.94,20.066,2716.539
ISL,2010,18.187,602.541,1.552,1.67,6.862,3313.077,80.428,8.532,648.445,19.572,2664.632
ISL,2019,15.468,744.212,1.359,1.503,7.285,4811.424,82.895,8.788,823.01,17.105,3988.414
BEL,2019,,,,2.485,7.864,5427.957,75.99,10.349,1303.253,24.01,4124.704
BEL,2018,19.05,972.179,1.966,2.496,7.823,5103.2,75.812,10.319,1234.384,24.188,3868.815
BEL,2017,19.027,953.995,1.98,2.502,7.904,5013.987,75.955,10.406,1205.591,24.045,3808.396
AUT,2017,19.144,1026.208,1.983,2.695,7.661,5360.423,73.978,10.356,1394.891,26.022,3965.531
BEL,2016,18.939,904.723,1.947,2.457,7.824,4777.091,76.099,10.282,1141.791,23.901,3635.301
AUT,2018,18.365,1017.128,1.895,2.61,7.706,5538.347,74.702,10.316,1401.098,25.298,4137.249
BEL,2015,19.499,907.434,2.033,2.526,7.901,4653.813,75.773,10.427,1127.486,24.227,3526.327
AUT,2019,24.76,1448.748,2.577,2.577,7.831,5851.055,75.24,10.408,1448.748,24.76,4402.307
BEL,2014,19.768,893.825,2.064,2.521,7.919,4521.513,75.849,10.44,1091.989,24.151,3429.524
BEL,2013,19.744,875.827,2.085,2.534,8.028,4436.018,76.009,10.562,1064.266,23.991,3371.752
BEL,2012,19.474,826.488,2.046,2.472,8.035,4244.042,76.473,10.507,998.5,23.527,3245.542
BEL,2011,19.79,804.492,2.057,2.491,7.901,4065.141,76.029,10.392,974.475,23.971,3090.666
BEL,2010,19.938,781.335,2.04,2.448,7.786,3918.806,76.078,10.234,937.463,23.922,2981.344
AUT,2010,18.602,791.895,1.901,2.591,7.63,4257.13,74.647,10.221,1079.305,25.353,3177.825
AUT,2011,18.74,814.264,1.879,2.545,7.481,4345.158,74.614,10.026,1103.043,25.386,3242.115
AUT,2012,18.674,856.832,1.905,2.583,7.617,4588.344,74.678,10.199,1161.841,25.322,3426.502
AUT,2013,19.171,913.909,1.972,2.674,7.612,4767.083,74.006,10.286,1239.147,25.994,3527.936
AUT,2014,19.098,927.853,1.98,2.695,7.673,4858.332,74.011,10.368,1262.652,25.989,3595.68
AUT,2015,19.091,944.011,1.979,2.69,7.678,4944.771,74.058,10.368,1282.762,25.942,3662.009
AUT,2016,19.243,999.761,1.994,2.698,7.663,5195.36,73.961,10.361,1352.809,26.039,3842.551
IRL,1990,17.259,129.676,0.968,1.504,4.104,751.374,73.183,5.608,201.501,26.818,549.877
IRL,1991,17.038,142.947,1.032,1.596,4.463,838.973,73.664,6.059,220.949,26.336,618.024
IRL,1992,16.438,151.006,1.039,1.623,4.697,918.614,74.323,6.32,235.876,25.677,682.738
IRL,1993,15.838,157.097,1.009,1.606,4.763,991.897,74.781,6.369,250.144,25.219,741.753
IRL,1994,15.662,162.871,0.982,1.596,4.671,1039.932,74.53,6.268,264.872,25.47,775.06
IRL,1995,16.193,182.899,0.988,1.579,4.521,1129.512,74.112,6.1,292.404,25.888,837.107
IRL,1996,16.636,197.174,0.986,1.569,4.356,1185.218,73.523,5.925,313.81,26.477,871.407
IRL,1997,16.183,208.355,0.946,1.485,4.361,1287.489,74.601,5.845,327.013,25.399,960.475
AUT,2006,18.806,683.095,1.792,2.44,7.091,3632.273,74.4,9.531,929.848,25.6,2702.425
AUT,2007,18.806,713.545,1.793,2.444,7.089,3794.212,74.365,9.532,972.659,25.635,2821.553
AUT,2008,18.244,731.455,1.774,2.435,7.29,4009.307,74.959,9.726,1003.974,25.041,3005.333
AUT,2009,18.051,740.105,1.846,2.546,7.68,4100.013,75.1,10.226,1020.919,24.9,3079.094
AUT,2000,17.822,499.481,1.64,2.252,6.952,2802.576,75.537,9.204,685.596,24.463,2116.98
AUT,2001,18.463,527.595,1.711,2.317,6.953,2857.586,75.009,9.269,714.14,24.991,2143.446
AUT,2002,18.613,577.202,1.749,2.368,7.027,3101.021,74.797,9.395,781.542,25.203,2319.478
AUT,2003,18.888,603.998,1.803,2.435,7.112,3197.727,74.498,9.547,815.492,25.502,2382.235
AUT,2004,19.302,658.368,1.874,2.585,7.125,3410.897,73.38,9.709,907.99,26.62,2502.907
AUT,2005,19.183,666.785,1.847,2.505,7.122,3475.868,73.975,9.627,904.58,26.025,2571.288
IRL,1998,15.376,214.489,0.867,1.402,4.235,1394.93,75.131,5.637,346.908,24.869,1048.022
IRL,1999,15.912,238.407,0.89,1.371,4.22,1498.298,75.483,5.59,367.341,24.517,1130.957
ISR,1998,29.083,402.098,2.061,2.324,4.596,1382.577,64.852,7.087,453.479,32.8,896.633
ISR,1997,25.899,347.514,1.85,2.064,4.915,1341.78,68.802,7.143,387.659,28.891,923.167
ISR,1996,25.046,314.046,1.755,1.923,4.89,1253.857,69.802,7.005,344.239,27.454,875.222
ISR,1995,27.043,318.963,1.87,2.01,4.713,1179.483,68.158,6.914,342.83,29.066,803.911
ISR,1999,27.823,381.003,1.889,2.189,4.41,1369.363,64.955,6.79,441.416,32.235,889.47
ISR,1990,,,,,,,,6.496,,,
HUN,1991,11.872,69.999,0.755,0.755,5.602,589.635,88.128,6.357,69.999,11.872,519.636
ISR,1994,,,,,,,,7.1,,,
HUN,1995,17.146,117.493,1.153,1.153,5.572,685.23,82.854,6.725,117.493,17.146,567.737
ISR,1993,,,,,,,,6.626,,,
HUN,1994,13.757,100.073,1.016,1.016,6.369,727.429,86.243,7.385,100.073,13.757,627.356
ISR,1992,,,,,,,,6.455,,,
HUN,1993,13.613,88.153,0.941,0.941,5.969,647.558,86.387,6.91,88.153,13.613,559.405
ISR,1991,,,,,,,,6.195,,,
HUN,1992,13.085,82.044,0.896,0.896,5.949,627.005,86.915,6.845,82.044,13.085,544.962
ITA,1978,,61.105,0.886,0.886,,,,,61.105,,
HUN,1999,25.994,213.99,1.79,1.979,4.905,823.236,71.248,6.884,236.7,28.752,586.536
ITA,1977,,55.524,0.897,0.897,,,,,55.524,,
HUN,1998,23.605,181.427,1.576,1.742,4.933,768.602,73.903,6.675,200.583,26.097,568.019
ITA,1976,,52.487,0.934,0.934,,,,,52.487,,
HUN,1997,19.95,139.26,1.258,1.258,5.046,698.056,80.05,6.304,139.26,19.95,558.796
ITA,1975,,46.819,0.932,0.932,,,,,46.819,,
HUN,1996,19.298,133.657,1.282,1.282,5.361,692.588,80.702,6.643,133.657,19.298,558.931
ITA,1974,,42.884,0.909,0.909,,,,,42.884,,
ITA,1973,,37.959,0.918,0.918,,,,,37.959,,
ITA,1972,,33.574,0.897,0.897,,,,,33.574,,
ITA,1971,,29.764,0.846,0.846,,,,,29.764,,
ITA,1970,,25.605,0.786,0.786,,,,,25.605,,
BEL,2009,19.92,743.549,2.063,2.475,7.881,3732.587,76.102,10.356,892.019,23.898,2840.567
BEL,2008,20.173,717.927,1.943,2.356,7.276,3558.844,75.541,9.632,870.467,24.459,2688.377
BEL,2007,20.834,691.171,1.91,2.386,6.782,3317.482,73.977,9.167,863.32,26.023,2454.162
BEL,2006,20.493,656.662,1.878,2.349,6.813,3204.37,74.364,9.162,821.474,25.636,2382.896
BEL,2005,20.342,634.089,1.884,2.358,6.904,3117.11,74.537,9.262,793.715,25.463,2323.396
BEL,2004,20.274,628.268,1.899,2.367,7,3098.906,74.733,9.367,782.996,25.267,2315.91
BEL,2003,21.12,615.912,1.945,2.41,6.797,2916.23,73.823,9.208,763.388,26.177,2152.841
BEL,2002,,,,2.18,6.139,2644.145,73.797,8.318,692.852,26.203,1951.293
BEL,2001,,,,2.004,6.146,2402.964,75.407,8.15,590.953,24.593,1812.011
