COUNTRY CODE,YEAR,OOPEXP_PC_HEALTHXP,OOPEXP_USD_CAP,OOPEXP_PC_GDP,VOLUNTARY_PC_GDP,COMPULSORY_PC_GDP,TOT_USD_CAP,COMPULSORY_PC_HEALTHXP,TOT_PC_GDP,VOLUNTARY_USD_CAP,VOLUNTARY_PC_HEALTHXP,COMPULSORY_USD_CAP
MLT,2010,33.037,724.742,2.712,2.913,5.297,2193.711,64.52,8.21,778.323,35.48,1415.388
NOR,1998,18.278,432.519,1.54,1.573,6.855,2366.363,81.341,8.427,441.548,18.659,1924.815
MLT,2011,33.156,771.707,2.836,3.04,5.514,2327.486,64.459,8.555,827.201,35.541,1500.285
NOR,1999,18.029,454.116,1.521,1.553,6.882,2518.86,81.587,8.436,463.789,18.413,2055.071
GRC,1970,,,,1.402,,,,,35.965,,
MLT,2009,32.458,657.623,2.623,2.835,5.245,2026.05,64.917,8.08,710.804,35.083,1315.246
MLT,2007,31.083,624.957,2.553,2.732,5.482,2010.584,66.743,8.214,668.67,33.257,1341.914
MLT,2008,32.978,665.579,2.627,2.81,5.156,2018.275,64.728,7.966,711.88,35.272,1306.395
MLT,2005,28.826,558.704,2.505,2.693,5.997,1938.219,69.009,8.691,600.68,30.991,1337.539
MLT,2006,29.598,589.93,2.618,2.798,6.046,1993.175,68.36,8.845,630.644,31.64,1362.531
MLT,2003,28.806,485.403,2.29,2.409,5.542,1685.098,69.699,7.951,510.603,30.301,1174.495
GRC,1988,,,,2.517,2.967,616.687,54.107,5.484,283.017,45.893,333.67
MLT,2004,28.179,496.077,2.288,2.464,5.654,1760.433,69.646,8.118,534.365,30.354,1226.068
GRC,1989,,,,2.629,3.387,735.58,56.324,6.013,321.593,43.72,414.311
CRI,2002,30.691,,2.118,2.229,4.67,,67.688,6.9,,32.312,
GRC,1997,,,,3.547,4.147,1288.095,53.898,7.694,593.843,46.102,694.252
CRI,2003,30.765,,2.154,2.29,4.71,,67.287,7,,32.713,
GRC,1998,,,,3.54,4.038,1327.913,53.287,7.578,620.308,46.713,707.605
CRI,2000,31.575,,2.082,2.239,4.354,,66.036,6.593,,33.964,
GRC,1995,,,,3.759,4.214,1190.382,52.85,7.974,561.105,47.137,629.117
CRI,2001,31.633,,2.056,2.186,4.314,,66.37,6.5,,33.63,
GRC,1996,,,,3.614,4.265,1233.517,54.133,7.878,565.925,45.879,667.743
CRI,2006,31.077,,2.166,2.306,4.664,,66.912,6.97,,33.088,
CRI,2007,30.912,,2.174,2.323,4.71,,66.968,7.033,,33.032,
CRI,2004,32.06,,2.135,2.209,4.45,,66.831,6.659,,33.169,
GRC,1999,,,,3.509,4.254,1390.316,54.8,7.762,628.42,45.2,761.896
CRI,2005,32.774,,2.194,2.354,4.341,,64.845,6.695,,35.155,
GRC,1990,,,,2.784,3.285,772.983,54.124,6.07,354.61,45.876,418.373
CRI,2008,29.511,,2.218,2.362,5.152,,68.565,7.515,,31.435,
CRI,2009,26.402,,2.088,2.235,5.672,,71.733,7.907,,28.267,
GRC,1993,,,,3.226,4.046,1000.603,55.645,7.271,444.002,44.373,556.789
GRC,1994,,,,3.879,4.099,1139.604,51.382,7.978,554.058,48.618,585.546
GRC,1991,,,,2.712,3.211,795.397,54.218,5.923,364.149,45.782,431.248
GRC,1992,,,,2.873,3.607,886.928,55.661,6.48,393.255,44.339,493.673
SRB,2017,41.752,,3.521,3.642,4.792,,56.815,8.434,,43.185,
NLD,2002,9.813,323.528,0.849,2.596,6.053,3296.964,69.98,8.649,989.741,30.02,2307.222
NLD,2003,9.604,317.768,0.87,2.702,6.354,3308.579,70.164,9.057,987.131,29.836,2321.447
NLD,2000,11.033,291.941,0.85,2.386,5.321,2646.178,69.039,7.707,819.277,30.961,1826.901
NLD,2001,10.466,301.595,0.844,2.448,5.612,2881.585,69.631,8.059,875.102,30.369,2006.482
NLD,2006,8.326,318.642,0.756,1.476,7.605,3826.969,83.75,9.081,621.896,16.25,3205.074
NLD,2007,7.889,321.515,0.714,1.442,7.611,4075.338,84.075,9.053,649.016,15.925,3426.322
NLD,2004,9.96,348.085,0.907,2.861,6.25,3494.654,68.598,9.111,1097.391,31.402,2397.263
NLD,2005,9.885,354.22,0.899,2.873,6.224,3583.454,68.422,9.097,1131.583,31.578,2451.871
NLD,2008,9.924,434.489,0.921,1.607,7.669,4378.383,82.675,9.277,758.547,17.325,3619.836
NLD,2009,9.07,403.082,0.906,1.681,8.312,4444.22,83.179,9.993,747.563,16.821,3696.657
SVK,1997,8.321,53.972,0.47,0.47,5.175,648.593,91.678,5.645,53.972,8.321,594.616
SVK,1998,8.414,55.78,0.467,0.467,5.079,662.909,91.586,5.546,55.78,8.414,607.13
SVK,1999,10.592,69.708,0.586,0.586,4.947,658.135,89.409,5.533,69.708,10.592,588.431
KOR,1970,89.526,17.135,2.249,2.283,0.228,19.14,9.085,2.512,17.401,90.915,1.739
USA,2011,12.254,996.394,1.997,8.389,7.911,8131.466,48.533,16.3,4184.998,51.467,3946.468
USA,2010,12.251,970.586,2.003,8.421,7.924,7922.199,48.48,16.345,4081.509,51.52,3840.691
USA,2019,,,,2.582,14.379,11071.715,84.779,16.96,1685.255,15.221,9386.459
USA,2018,10.809,1149.754,1.825,2.585,14.3,10637.142,84.692,16.885,1628.376,15.308,9008.766
USA,2017,11.004,1123.769,1.871,2.652,14.352,10212.748,84.405,17.004,1592.709,15.595,8620.039
USA,2016,11.196,1106.135,1.909,2.658,14.391,9880.156,84.407,17.049,1540.582,15.593,8339.574
USA,2015,11.22,1065.715,1.875,2.579,14.132,9498.288,84.569,16.711,1465.728,15.431,8032.56
USA,2014,11.537,1042.302,1.893,2.606,13.8,9034.169,84.115,16.406,1435.059,15.885,7599.11
USA,2013,12.013,1034.4,1.947,8.283,7.927,8610.599,48.903,16.21,4399.791,51.097,4210.808
USA,2012,12.103,1017.221,1.971,8.397,7.888,8404.937,48.437,16.285,4333.806,51.563,4071.131
NZL,1979,,,,0.988,5.339,506.221,84.385,6.327,79.048,15.615,427.173
NZL,1978,,,,1.555,5.182,501.858,76.917,6.738,115.846,23.083,386.013
NZL,1977,,,,1.5,4.825,434.791,76.287,6.325,103.104,23.713,331.688
NZL,1976,,,,1.524,4.53,404.474,74.823,6.055,101.836,25.177,302.639
NZL,1975,,,,1.703,4.763,403.136,73.656,6.466,106.202,26.344,296.933
NZL,1974,,,,1.539,4.391,354.875,74.05,5.93,92.092,25.95,262.784
NZL,1973,,,,1.367,3.899,295.763,74.037,5.267,76.79,25.963,218.973
NZL,1972,,,,1.139,3.874,251.484,77.284,5.012,57.127,22.716,194.357
NZL,1971,,,,1.259,3.748,226.32,74.857,5.007,56.903,25.143,169.417
NZL,1970,,,,0.998,4.075,214.441,80.333,5.073,42.173,19.667,172.267
USA,2009,12.503,958.914,2.036,8.432,7.852,7669.631,48.221,16.284,3971.278,51.779,3698.353
USA,2000,15.467,704.865,1.94,7,5.542,4557.151,44.19,12.542,2543.342,55.81,2013.809
KOR,1997,51.215,307.043,1.801,1.835,1.682,599.514,47.811,3.517,312.881,52.189,286.633
KOR,1998,45.223,262.499,1.65,1.736,1.912,580.454,52.408,3.649,276.252,47.592,304.202
KOR,1999,45.507,301.502,1.749,1.836,2.008,662.546,52.234,3.844,316.472,47.766,346.074
KOR,1993,59.083,261.534,2.049,2.08,1.388,442.657,40.017,3.468,265.518,59.983,177.139
KOR,1994,57.321,266.466,1.919,1.95,1.397,464.869,41.743,3.347,270.82,58.257,194.049
KOR,1995,56.933,293.487,1.909,1.941,1.412,515.493,42.116,3.354,298.386,57.884,217.106
KOR,1996,54.235,312.157,1.916,1.949,1.585,575.564,44.851,3.533,317.419,55.149,258.145
USA,2008,13.142,971.979,2.009,8.06,7.227,7395.885,47.275,15.286,3899.51,52.725,3496.375
USA,2007,13.468,963.979,2.009,8.022,6.897,7157.338,46.229,14.919,3848.57,53.771,3308.767
USA,2006,13.471,916.988,1.981,7.92,6.782,6806.912,46.128,14.702,3667.015,53.872,3139.898
USA,2005,13.855,892.728,2.024,7.976,6.63,6443.258,45.391,14.606,3518.63,54.609,2924.628
USA,2004,13.926,848.668,2.035,7.999,6.61,6094.191,45.247,14.61,3336.778,54.753,2757.413
USA,2003,14.161,812.234,2.056,7.999,6.522,5735.513,44.915,14.522,3159.434,55.085,2576.079
USA,2002,14.314,762.36,2.005,7.686,6.322,5326.081,45.131,14.007,2922.351,54.869,2403.73
USA,2001,14.741,723.588,1.949,7.251,5.969,4908.715,45.15,13.219,2692.412,54.85,2216.303
NOR,2000,17.942,501.01,1.384,1.413,6.299,2792.453,81.682,7.712,511.508,18.318,2280.945
NOR,2001,16.957,497.993,1.36,1.38,6.642,2936.822,82.8,8.022,505.131,17.2,2431.691
NOR,2002,16.825,570.25,1.514,1.54,7.46,3389.226,82.885,9.001,580.068,17.115,2809.158
NOR,2003,16.599,572.267,1.53,1.551,7.664,3447.643,83.167,9.215,580.349,16.833,2867.294
NOR,2004,16.762,612.748,1.479,1.498,7.323,3655.544,83.017,8.821,620.812,16.983,3034.732
NOR,2005,16.714,625.254,1.392,1.412,6.917,3740.873,83.051,8.328,634.035,16.949,3106.838
NOR,2006,16.453,652.09,1.302,1.318,6.595,3963.457,83.342,7.913,660.249,16.658,3303.209
KOR,1990,58.998,210.455,2.116,2.149,1.438,356.718,40.088,3.587,213.718,59.912,143
KOR,1991,61.372,232.462,2.106,2.14,1.292,378.777,37.642,3.431,236.197,62.358,142.58
NZL,1999,15.919,249.211,1.178,1.666,5.732,1565.445,77.482,7.397,352.51,22.518,1212.936
KOR,1992,60.877,255.361,2.162,2.195,1.357,419.468,38.202,3.552,259.222,61.798,160.246
NZL,1998,16.264,243.682,1.222,1.725,5.788,1498.289,77.034,7.513,344.037,22.962,1154.196
NZL,1997,15.629,221.659,1.109,1.612,5.486,1418.268,77.289,7.098,322.042,22.707,1096.169
NZL,1996,16.294,218.432,1.123,1.607,5.284,1340.575,76.681,6.891,312.61,23.319,1027.966
NZL,1995,16.151,210.613,1.122,1.586,5.362,1304.026,77.169,6.948,297.725,22.831,1006.301
NZL,1994,16.085,200.127,1.119,1.563,5.391,1244.215,77.513,6.954,279.643,22.475,964.433
KOR,1986,68.244,125.75,2.123,2.162,0.95,184.265,30.525,3.111,128.018,69.475,56.246
FIN,2018,18.431,798.338,1.666,2.086,6.953,4331.48,76.917,9.039,999.831,23.083,3331.649
NZL,1993,17.891,208.784,1.241,1.62,5.314,1166.951,76.633,6.935,272.68,23.367,894.271
KOR,1987,67.249,139.654,2.038,2.074,0.957,207.667,31.567,3.03,142.113,68.433,65.553
FIN,2019,,,,2.068,7.018,4578.42,77.242,9.086,1041.962,22.758,3536.458
NZL,1992,15.917,177.669,1.151,1.516,5.714,1116.248,79.034,7.23,234.033,20.966,882.214
KOR,1988,64.67,162.476,2.045,2.079,1.084,251.237,34.262,3.163,165.157,65.738,86.08
FIN,2016,19.273,790.849,1.807,2.228,7.15,4103.423,76.245,9.378,974.751,23.755,3128.672
NZL,1991,13.914,148.045,0.988,1.26,5.838,1064.032,82.243,7.099,188.938,17.757,875.095
KOR,1989,64.31,204.068,2.34,2.374,1.264,317.321,34.745,3.638,207.069,65.255,110.252
FIN,2017,19.291,817.67,1.771,2.164,7.017,4238.573,76.428,9.182,999.099,23.572,3239.473
NZL,1990,14.452,147.197,0.963,1.172,5.492,1018.504,82.411,6.664,179.141,17.589,839.363
KOR,1982,74.845,90.561,2.594,2.632,0.834,120.998,24.069,3.466,91.876,75.931,29.123
FIN,2014,17.927,705.818,1.745,2.17,7.565,3937.216,77.706,9.735,877.746,22.294,3059.47
KOR,1983,71.134,97.878,2.391,2.429,0.933,137.597,27.739,3.362,99.429,72.261,38.168
FIN,2015,18.832,752.003,1.816,2.222,7.422,3993.239,76.957,9.645,920.161,23.043,3073.077
KOR,1984,68.089,101.519,2.176,2.215,0.981,149.098,30.69,3.196,103.339,69.31,45.758
FIN,2012,17.715,668.527,1.693,2.11,7.445,3773.765,77.919,9.554,833.3,22.081,2940.465
KOR,1985,66.123,109.856,2.137,2.179,1.053,166.138,32.584,3.232,112.003,67.416,54.134
FIN,2013,18.041,707.357,1.763,2.181,7.594,3920.849,77.69,9.774,874.743,22.31,3046.106
NOR,2010,15.046,718.477,1.34,1.36,7.541,4775.054,84.681,8.906,729.071,15.268,4043.541
NOR,2011,15.21,755.196,1.337,1.369,7.42,4965.184,84.423,8.789,773.423,15.577,4191.761
NOR,2012,14.8,771.022,1.299,1.338,7.44,5209.577,84.755,8.778,794.188,15.245,4415.388
NOR,2013,14.594,800.619,1.303,1.337,7.592,5485.874,85.023,8.93,821.623,14.977,4664.251
NOR,2014,14.379,820.637,1.344,1.375,7.97,5707.377,85.289,9.345,839.616,14.711,4867.762
NOR,2015,14.143,810.144,1.433,1.468,8.664,5728.329,85.515,10.131,829.772,14.485,4898.558
NOR,2016,14.271,842.564,1.511,1.549,9.043,5904.031,85.379,10.591,863.202,14.621,5040.83
NOR,2017,14.512,881.668,1.497,,8.781,6075.474,85.121,10.316,,,5171.484
NZL,1989,11.43,108.315,0.713,0.885,5.355,947.632,85.821,6.24,134.361,14.179,813.27
KOR,1980,78.819,72.722,2.657,2.692,0.679,92.265,20.152,3.371,73.671,79.848,18.594
NZL,1988,11.645,102.739,0.709,0.875,5.211,882.287,85.618,6.087,126.894,14.382,755.393
KOR,1981,79.146,85.671,2.775,2.809,0.697,108.244,19.886,3.506,86.719,80.114,21.526
NZL,1987,10.352,79.174,0.577,0.712,4.863,764.795,87.236,5.575,97.615,12.764,667.18
NZL,1986,11.353,75.375,0.572,0.69,4.347,663.908,86.297,5.037,90.978,13.703,572.931
NZL,1985,10.789,65.131,0.527,0.636,4.247,603.669,86.973,4.883,78.639,13.027,525.03
NZL,1984,11.007,70.646,0.585,0.69,4.622,641.824,87.014,5.312,83.346,12.986,558.479
NZL,1983,,,,0.639,4.971,631.798,88.612,5.61,71.946,11.388,559.851
KOR,1975,87.991,27.894,1.978,2.012,0.235,31.701,10.477,2.248,28.38,89.523,3.321
NZL,1982,10.39,61.654,0.598,0.689,5.07,593.418,88.042,5.759,70.964,11.958,522.455
KOR,1976,89.537,34.106,2.035,2.067,0.206,38.091,9.071,2.273,34.636,90.929,3.455
NZL,1981,,,,0.276,5.443,561.069,95.181,5.719,27.039,4.819,534.029
KOR,1977,85.958,36.1,1.855,1.885,0.273,41.997,12.66,2.158,36.68,87.34,5.317
NZL,1980,10.418,51.931,0.6,0.692,5.07,498.467,87.997,5.762,59.829,12.003,438.638
KOR,1978,85.972,45.988,2.016,2.047,0.297,53.492,12.666,2.344,46.717,87.334,6.775
KOR,1971,85.682,15.612,1.869,1.903,0.278,18.221,12.763,2.181,15.895,87.237,2.325
KOR,1972,87.664,16.134,1.743,1.778,0.211,18.405,10.597,1.988,16.455,89.404,1.95
KOR,1973,87.215,16.535,1.486,1.52,0.184,18.959,10.822,1.704,16.907,89.178,2.052
KOR,1974,86.471,16.388,1.282,1.316,0.167,18.952,11.25,1.482,16.82,88.75,2.132
NOR,2007,16.072,692.734,1.294,1.312,6.739,4310.143,83.701,8.051,702.506,16.299,3607.637
NOR,2008,15.657,720.923,1.246,1.259,6.698,4604.504,84.135,7.961,728.023,15.811,3873.996
NOR,2009,15.254,714.962,1.384,1.408,7.662,4686.897,84.436,9.074,727.042,15.512,3957.43
KOR,1979,81.756,65.973,2.497,2.531,0.523,80.695,17.133,3.055,66.87,82.867,13.825
SWE,1980,,,,0.623,7.165,897.78,91.996,7.789,71.858,8.004,825.922
SWE,1982,,,,0.722,7.257,1023.186,90.954,7.978,92.559,9.046,930.627
SWE,1981,,,,0.691,7.201,965.372,91.245,7.892,84.517,8.755,880.855
SWE,1984,,,,0.7,6.999,1122.119,90.907,7.699,102.033,9.093,1020.086
SWE,1983,,,,0.723,7.167,1062.003,90.841,7.89,97.274,9.159,964.73
SWE,1986,,,,0.741,6.338,1154.574,89.533,7.079,120.845,10.467,1033.729
SWE,1985,,,,0.771,6.538,1120.156,89.454,7.308,118.131,10.546,1002.024
SWE,1988,,,,0.766,6.308,1302.245,89.168,7.074,141.058,10.832,1161.188
SWE,1987,,,,0.745,6.412,1235.32,89.594,7.157,128.552,10.406,1106.768
SWE,1989,,,,0.76,6.373,1412.428,89.346,7.133,150.482,10.654,1261.946
NOR,2018,14.314,899.384,1.438,1.475,8.574,6283.17,85.323,10.049,922.174,14.677,5360.997
NOR,2019,14.292,949.972,1.499,1.536,8.953,6646.713,85.352,10.489,973.609,14.648,5673.104
SWE,1991,,,,1.597,5.604,1479.69,77.828,7.2,328.084,22.172,1151.606
SWE,1990,,,,1.474,5.739,1488.959,79.563,7.213,304.305,20.437,1184.654
SWE,1993,,,,0.977,6.748,1521.684,87.353,7.725,192.44,12.647,1329.244
SWE,1992,,,,0.959,6.525,1536.434,87.188,7.483,196.852,12.812,1339.583
SWE,1995,,,,0.97,6.285,1593.332,86.634,7.255,212.958,13.366,1380.374
SWE,1994,,,,0.941,6.397,1517.876,87.177,7.338,194.634,12.823,1323.241
SWE,1997,,,,1.022,6.243,1708.555,85.93,7.265,240.39,14.07,1468.165
SWE,1996,,,,0.953,6.5,1690.41,87.212,7.453,216.163,12.788,1474.247
SWE,1999,,,,1.043,6.332,1959.359,85.855,7.375,277.146,14.145,1682.213
SWE,1998,,,,1.045,6.299,1807.689,85.767,7.344,257.296,14.233,1550.393
CAN,2001,15.926,417.7,1.374,2.613,6.012,2622.755,69.707,8.625,794.5,30.293,1828.255
CAN,2000,16.605,406.989,1.37,2.477,5.771,2450.973,69.973,8.248,735.959,30.027,1715.014
CAN,2003,15.251,444.204,1.374,2.708,6.303,2912.529,69.949,9.011,875.245,30.051,2037.284
CAN,2002,15.908,438.762,1.409,2.722,6.135,2758.065,69.267,8.857,847.635,30.733,1910.43
CAN,2005,15.368,505.911,1.389,2.723,6.312,3291.912,69.861,9.035,992.138,30.139,2299.773
CAN,2004,15.288,477.106,1.386,2.731,6.335,3120.815,69.879,9.066,940.018,30.121,2180.797
CAN,2007,15.364,567.614,1.446,2.845,6.57,3694.533,69.785,9.414,1116.309,30.215,2578.224
CAN,2006,15.656,544.159,1.459,2.831,6.487,3475.819,69.621,9.318,1055.932,30.379,2419.887
CAN,2009,14.91,587.067,1.593,3.163,7.519,3937.342,70.385,10.682,1166.046,29.615,2771.296
CAN,2008,15.244,584.815,1.46,2.877,6.698,3836.376,69.955,9.575,1152.626,30.045,2683.75
CAN,2010,15.231,630.669,1.623,3.183,7.475,4140.635,70.133,10.659,1236.674,29.867,2903.96
CAN,2012,14.271,613.751,1.488,3.022,7.406,4300.728,71.02,10.429,1246.332,28.98,3054.396
CAN,2011,14.506,607.985,1.496,3.018,7.297,4191.22,70.741,10.315,1226.302,29.259,2964.918
CAN,2014,14.589,661.359,1.495,3.016,7.234,4533.3,70.578,10.25,1333.798,29.422,3199.502
CAN,2013,14.017,616.354,1.449,2.981,7.359,4397.184,71.172,10.34,1267.637,28.828,3129.547
CAN,2016,15.166,761.404,1.665,3.3,7.679,5020.598,69.944,10.979,1508.989,30.056,3511.609
CAN,2015,14.24,656.492,1.521,3.1,7.583,4610.167,70.983,10.683,1337.715,29.017,3272.452
CAN,2018,14.729,778.767,1.589,3.199,7.591,5287.406,70.353,10.79,1567.542,29.647,3719.864
CAN,2017,14.978,772.157,1.616,3.228,7.562,5155.347,70.082,10.79,1542.379,29.918,3612.968
CAN,2019,14.679,795.389,1.584,3.193,7.597,5418.383,70.41,10.79,1603.292,29.59,3815.091
ESP,2009,19.018,522.97,1.732,2.27,6.837,2749.88,75.071,9.107,685.526,24.929,2064.354
ESP,2008,20.642,551.507,1.73,2.239,6.142,2671.815,73.283,8.382,713.833,26.717,1957.982
ESP,2005,21.764,481.53,1.683,2.199,5.533,2212.475,71.556,7.732,629.327,28.444,1583.149
ESP,2004,22.157,470.431,1.697,2.194,5.465,2123.21,71.352,7.659,608.253,28.648,1514.957
ESP,2007,20.734,514.964,1.642,2.193,5.725,2483.685,72.302,7.918,687.931,27.698,1795.754
ESP,2006,21.025,503.011,1.646,2.184,5.645,2392.496,72.1,7.829,667.507,27.9,1724.989
ESP,2001,24.852,406.269,1.682,1.961,4.808,1634.735,71.029,6.769,473.594,28.971,1161.142
ESP,2000,24.324,370.546,1.654,1.947,4.852,1523.356,71.358,6.799,436.321,28.642,1087.035
ESP,2003,22.455,452.484,1.698,2.185,5.378,2015.048,71.106,7.564,582.22,28.894,1432.827
ESP,2002,24.6,443.653,1.673,1.969,4.831,1803.5,71.04,6.801,522.286,28.96,1281.214
ESP,2019,,,,2.63,6.369,3616.459,70.776,8.999,1056.861,29.224,2559.598
ESP,2016,21.959,691.417,1.966,2.547,6.406,3148.718,71.554,8.952,895.674,28.446,2253.044
ESP,2015,22.296,673.442,2.035,2.618,6.509,3020.475,71.317,9.127,866.352,28.683,2154.123
ESP,2018,22.165,760.199,1.993,2.662,6.331,3429.798,70.403,8.993,1015.108,29.597,2414.69
ESP,2017,22.119,734.872,1.978,2.624,6.318,3322.37,70.653,8.942,975.025,29.347,2347.344
ESP,2012,21.807,595.101,1.997,2.554,6.603,2728.978,72.111,9.157,761.095,27.889,1967.883
ESP,2011,20.391,557.506,1.87,2.431,6.738,2734.131,73.486,9.169,724.934,26.514,2009.197
ESP,2014,23.134,661.178,2.103,2.703,6.387,2858.067,70.266,9.09,849.82,29.734,2008.247
ESP,2013,22.774,629.522,2.065,2.629,6.439,2764.267,71.008,9.067,801.417,28.992,1962.851
ESP,2010,20.291,555.206,1.85,2.33,6.788,2736.212,74.444,9.119,699.268,25.556,2036.944
SWE,1971,,,,0.883,5.026,306.323,85.048,5.909,45.8,14.952,260.523
SWE,1970,,,,0.889,4.584,271.904,83.762,5.473,44.152,16.238,227.751
SWE,1973,,,,0.911,5.073,359.297,84.776,5.984,54.698,15.224,304.598
SWE,1972,,,,0.895,5.115,331.287,85.106,6.01,49.343,14.894,281.945
SWE,1975,,,,0.69,5.817,501.668,89.396,6.506,53.196,10.604,448.472
SWE,1974,,,,0.68,5.543,419.922,89.076,6.223,45.874,10.924,374.048
SWE,1977,,,,0.703,6.84,648.435,90.677,7.543,60.456,9.323,587.979
SWE,1976,,,,0.719,6.071,560.233,89.41,6.79,59.33,10.59,500.903
SWE,1979,,,,0.669,6.812,772.194,91.055,7.482,69.073,8.945,703.121
SWE,1978,,,,0.693,6.898,694.291,90.872,7.591,63.373,9.128,630.918
